Geneid	Chr	Start	End	Strand	Length	A1014C05.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1014C06.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1023C13.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1023C14.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1023C23.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1023C24.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam
"RP11-20G6.1"	chr16	23061766	23062232	+	467	3	1	1	2	0	2
"SCNN1G"	chr16	23182714	23216883	+	34170	526	325	290	325	344	221
"CTC-391G2.1"	chr16	23194877	23213104	-	18228	281	147	140	159	189	118
"SCNN1B"	chr16	23278230	23381299	+	103070	953	575	603	558	594	474
"COG7"	chr16	23388492	23453180	-	64689	288	173	171	165	167	109
"RN7SKP23"	chr16	23412379	23416680	+	4302	33	12	9	10	23	12
"CTD-2270L9.2"	chr16	23446445	23447282	-	838	4	5	1	0	3	2
"CTD-2270L9.4"	chr16	23452757	23457606	+	4850	22	9	15	19	12	7
"GGA2"	chr16	23463541	23521995	-	58455	278	166	160	121	138	88
"AC002400.1"	chr16	23500904	23501630	+	727	3	3	3	1	1	1
"EARS2"	chr16	23522013	23557731	-	35719	188	101	123	119	108	65
"SUB1P4"	chr16	23537060	23537556	+	497	2	0	1	1	1	0
"UBFD1"	chr16	23557361	23574389	+	17029	73	34	31	41	30	26
"CTD-2196E14.6"	chr16	23568672	23569696	+	1025	8	4	4	6	3	5
"NDUFAB1"	chr16	23581001	23596356	-	15356	80	48	50	49	49	31
"PALB2"	chr16	23603159	23641310	-	38152	199	104	97	114	105	66
"CTD-2196E14.3"	chr16	23605840	23624107	+	18268	113	62	54	64	50	38
"DCTN5"	chr16	23641391	23677455	+	36065	248	118	127	118	119	104
"CTD-2196E14.9"	chr16	23670010	23675499	+	5490	47	23	21	15	16	17
"PLK1"	chr16	23677655	23690367	+	12713	37	21	23	18	18	6
"CTD-2196E14.5"	chr16	23687048	23687689	-	642	0	0	1	0	0	0
"ERN2"	chr16	23690325	23713500	-	23176	288	141	173	156	192	129
"CTD-2196E14.8"	chr16	23696664	23697314	-	651	7	6	3	3	1	0
"CTD-2385L22.1"	chr16	23711989	23712793	+	805	9	3	7	4	6	4
"CTD-2385L22.2"	chr16	23753688	23755939	-	2252	28	15	9	11	19	8
"CHP2"	chr16	23754626	23758951	+	4326	103	50	53	53	66	45
"PRKCB"	chr16	23836000	24220611	+	384612	6721	4403	4348	5358	4570	3038
"CTA-345G4.1"	chr16	23962950	23963351	+	402	12	9	14	9	8	5
"CTA-113A6.1"	chr16	24098238	24099971	+	1734	22	9	20	16	13	10
"MIR1273H"	chr16	24203115	24203231	+	117	6	1	3	1	3	3
"CTA-113A6.2"	chr16	24208104	24208478	+	375	11	4	4	5	3	2
"LINC2194"	chr16	24236103	24252863	+	16761	377	294	228	373	303	224
"CACNG3"	chr16	24255552	24362801	+	107250	1860	1236	1313	1449	1299	825
"RNU7-24P"	chr16	24400055	24400117	-	63	0	1	1	1	1	1
"CTD-2313J23.1"	chr16	24472797	24495177	-	22381	410	287	260	310	271	180
"RBBP6"	chr16	24537692	24572863	+	35172	91	43	50	53	60	36
"TNRC6A"	chr16	24610208	24827632	+	217425	1536	904	984	833	930	672
"LINC01567"	chr16	24661421	24671062	-	9642	72	42	41	21	43	15
"CTD-2515A14.1"	chr16	24803450	24819739	-	16290	52	33	32	38	20	19
"SLC5A11"	chr16	24845840	24911628	+	65789	709	481	480	453	508	390
"ARHGAP17"	chr16	24919384	25015666	-	96283	733	370	400	401	405	269
"RP11-266L9.1"	chr16	25015977	25021023	+	5047	48	21	20	24	22	19
"RP11-266L9.4"	chr16	25031743	25058109	+	26367	174	116	123	95	109	82
"LINC02175"	chr16	25066936	25068943	+	2008	18	10	8	9	14	8
"SCML2P2"	chr16	25069569	25070109	+	541	11	6	7	10	7	7
"RP11-266L9.6"	chr16	25071489	25072727	-	1239	12	9	6	5	10	8
"LCMT1-AS1"	chr16	25085591	25111555	-	25965	267	145	151	150	157	112
"RP11-266L9.3"	chr16	25093386	25095255	+	1870	18	4	11	5	3	4
"RP11-266L9.8"	chr16	25106568	25107102	-	535	4	2	2	3	0	1
"LCMT1"	chr16	25111728	25178231	+	66504	412	207	226	213	210	158
"LCMT1-AS2"	chr16	25140576	25149032	-	8457	45	27	25	30	23	25
"RN7SL557P"	chr16	25185252	25185538	-	287	5	2	4	1	3	3
"AQP8"	chr16	25215730	25228940	+	13211	130	60	83	44	60	42
"ZKSCAN2"	chr16	25236000	25257931	-	21932	160	104	101	95	81	68
"CTD-2547G23.2"	chr16	25238317	25239287	+	971	8	5	4	2	0	1
"CTD-2547G23.4"	chr16	25257951	25261066	+	3116	22	8	12	6	14	10
"LINC02191"	chr16	25419813	25424169	-	4357	107	88	89	110	70	55
"CYCSP39"	chr16	25454338	25454647	-	310	4	5	4	7	0	4
"HS3ST4"	chr16	25692025	26137688	+	445664	7989	6259	5301	7805	5911	4369
"RP11-185O21.1"	chr16	25824709	25826330	-	1622	50	52	38	69	48	50
"MIR548W"	chr16	26025236	26025310	+	75	0	1	0	2	3	2
"RNA5SP405"	chr16	26028911	26029025	+	115	0	3	0	4	2	6
"HMGN2P3"	chr16	26032538	26032811	-	274	5	3	7	6	6	1
"HSPE1P16"	chr16	26062749	26063097	-	349	11	7	11	16	13	6
"AC009158.1"	chr16	26302063	26334428	+	32366	431	426	293	444	286	271
"AC130464.1"	chr16	26354795	26358355	-	3561	80	84	79	90	61	65
"LINC02195"	chr16	26584754	26594813	-	10060	103	73	55	110	57	60
"RP11-142A12.1"	chr16	26721873	26729126	+	7254	120	90	90	92	62	60
"C16orf82"	chr16	27066706	27069165	+	2460	32	12	18	18	12	5
"RP11-673P17.2"	chr16	27066927	27067858	-	932	9	6	6	4	2	0
"EEF1A1P38"	chr16	27133482	27135179	-	1698	52	42	33	40	41	28
"LINC02129"	chr16	27158450	27176587	-	18138	226	136	180	129	184	80
"KDM8"	chr16	27203494	27221768	+	18275	108	46	62	51	48	37
"CTD-3203P2.1"	chr16	27213307	27214993	-	1687	2	1	4	4	1	3
"NSMCE1"	chr16	27224990	27268794	-	43805	215	121	136	124	146	102
"FLJ21408"	chr16	27268204	27290492	+	22289	208	98	142	105	140	81
"CTD-3203P2.3"	chr16	27313386	27314101	-	716	0	0	1	3	1	0
"IL4R"	chr16	27313667	27364778	+	51112	283	156	161	114	163	86
"IL21R"	chr16	27402161	27452042	+	49882	452	250	365	258	338	195
"IL21R-AS1"	chr16	27447668	27453393	-	5726	47	22	25	19	22	16
"GTF3C1"	chr16	27459554	27549913	-	90360	453	280	271	268	230	208
"KIAA0556"	chr16	27550132	27780369	+	230238	1615	913	952	895	884	641
"AC002551.1"	chr16	27643198	27644663	+	1466	4	5	4	9	6	3
"CTD-2049O4.1"	chr16	27678939	27718806	-	39868	277	166	146	147	143	98
"CTD-2049O4.2"	chr16	27687181	27687522	+	342	3	2	1	0	1	0
"GSG1L"	chr16	27787534	28063509	-	275976	4334	2405	2795	2765	2747	1717
"RNU6-159P"	chr16	27863250	27863356	+	107	2	0	0	0	0	1
"RNU6-1241P"	chr16	27998294	27998401	-	108	2	1	0	2	0	1
"XPO6"	chr16	28097978	28211920	-	113943	647	288	350	304	374	215
"TPRKBP2"	chr16	28111172	28111647	-	476	1	0	0	1	1	0
"RNY1P10"	chr16	28183317	28183430	+	114	0	0	3	0	1	1
"GAPDHP35"	chr16	28239692	28240668	-	977	26	27	20	30	21	22
"RP11-57A19.7"	chr16	28258685	28292173	+	33489	253	131	163	134	152	130
"RP11-57A19.2"	chr16	28284884	28292064	-	7181	78	29	69	42	46	36
"SBK1"	chr16	28292518	28323849	+	31332	146	74	63	92	88	54
"RP11-57A19.6"	chr16	28341436	28341543	+	108	0	0	0	2	0	0
"NPIPB6"	chr16	28342554	28363508	-	20955	249	133	137	144	137	105
"RP11-435I10.5"	chr16	28364699	28365333	+	635	0	0	1	0	0	0
"EIF3CL"	chr16	28379578	28403879	-	24302	97	52	51	76	47	37
"MIR6862-1"	chr16	28390981	28391051	-	71	1	0	0	0	0	0
"CDC37P2"	chr16	28413702	28415018	+	1317	14	6	12	9	9	8
"RP11-435I10.6"	chr16	28451643	28455356	+	3714	25	11	12	14	17	18
"RP11-57A19.5"	chr16	28454140	28454511	-	372	2	0	0	2	2	2
"RP11-435I10.4"	chr16	28456370	28492098	-	35729	230	158	155	173	146	120
"NPIPB7"	chr16	28456371	28471175	-	14805	146	111	104	131	107	86
"CLN3"	chr16	28474110	28495575	-	21466	96	59	69	52	56	43
"APOBR"	chr16	28494648	28498970	+	4323	19	9	13	5	7	13
"IL27"	chr16	28499361	28512051	-	12691	128	88	92	73	59	68
"NUPR1"	chr16	28532707	28539174	-	6468	60	34	26	23	31	17
"RP11-666O2.1"	chr16	28548330	28548658	-	329	0	1	0	0	1	0
"RP11-666O2.2"	chr16	28553708	28554140	-	433	0	0	0	0	0	0
"SGF29"	chr16	28553914	28591790	+	37877	278	161	151	141	129	134
"SULT1A2"	chr16	28591942	28597109	-	5168	29	19	15	22	14	16
"RP11-666O2.4"	chr16	28599240	28601881	-	2642	12	7	4	3	4	3
"RP11-666O2.5"	chr16	28602339	28604519	+	2181	20	6	5	3	6	7
"SULT1A1"	chr16	28605195	28623625	-	18431	72	32	42	54	43	27
"NPIPB8"	chr16	28637653	28658682	+	21030	246	137	157	147	165	99
"RP11-57A19.4"	chr16	28659695	28740781	-	81087	634	293	333	309	329	211
"EIF3C"	chr16	28688557	28735730	+	47174	282	127	141	149	156	102
"CDC37P1"	chr16	28700293	28701540	-	1248	15	3	5	9	3	5
"MIR6862-2"	chr16	28724251	28724321	+	71	1	0	1	0	0	0
"RP11-1348G14.6"	chr16	28749958	28750595	-	638	1	0	0	1	0	0
"NPIPB9"	chr16	28751786	28772807	+	21022	202	141	161	138	151	87
"RP11-1348G14.7"	chr16	28773823	28777534	-	3712	27	10	14	9	17	13
"RP11-1348G14.4"	chr16	28802742	28817828	+	15087	115	61	81	83	82	66
"RP11-1348G14.1"	chr16	28813979	28814673	-	695	10	4	7	5	6	4
"RP11-1348G14.5"	chr16	28820569	28822033	-	1465	10	7	16	2	6	5
"RP11-1348G14.8"	chr16	28822430	28823969	-	1540	0	0	0	2	2	0
"ATXN2L"	chr16	28823034	28837237	+	14204	32	16	15	10	2	8
"RP11-24N18.1"	chr16	28830611	28837200	-	6590	17	6	6	2	1	5
"TUFM"	chr16	28842410	28846408	-	3999	9	3	2	1	2	1
"MIR4721"	chr16	28843918	28844007	-	90	0	0	0	0	0	0
"SH2B1"	chr16	28846599	28874212	+	27614	116	54	68	60	68	43
"RP11-22P6.2"	chr16	28862165	28863340	-	1176	7	4	3	1	5	1
"ATP2A1"	chr16	28878404	28904509	+	26106	178	69	82	73	87	59
"ATP2A1-AS1"	chr16	28878956	28879920	-	965	0	0	2	1	0	0
"RABEP2"	chr16	28904420	28936526	-	32107	181	107	109	132	104	76
"CD19"	chr16	28931938	28939346	+	7409	118	75	81	77	65	62
"NFATC2IP"	chr16	28950806	28967097	+	16292	74	30	32	32	31	19
"RP11-264B17.2"	chr16	28956686	28966883	-	10198	47	22	25	21	26	15
"MIR4517"	chr16	28958582	28958661	+	80	0	0	0	0	0	1
"RP11-264B17.4"	chr16	28973961	28978824	-	4864	27	9	10	13	11	7
"SPNS1"	chr16	28974220	28984548	+	10329	51	18	25	31	26	13
"RP11-264B17.3"	chr16	28974803	28990775	+	15973	79	44	45	52	42	38
"LAT"	chr16	28984825	28990783	+	5959	30	28	21	21	16	25
"RP11-264B17.5"	chr16	28989139	28990778	-	1640	3	3	3	3	1	6
"NPIPB10P"	chr16	29038654	29052726	+	14073	147	90	99	114	92	60
"CTB-134H23.3"	chr16	29053731	29108108	-	54378	448	214	268	196	301	164
"RRN3P2"	chr16	29074975	29116718	+	41744	284	131	164	112	177	86
"RP11-426C22.5"	chr16	29116126	29217860	+	101735	1040	615	722	663	683	437
"RP11-426C22.1"	chr16	29204632	29205855	+	1224	16	20	10	12	16	10
"RP11-426C22.4"	chr16	29217169	29220031	-	2863	63	21	24	43	33	21
"RP11-426C22.7"	chr16	29225593	29226348	-	756	15	16	13	19	10	8
"RP11-426C22.6"	chr16	29262272	29264479	-	2208	9	5	5	2	7	1
"RP11-426C22.8"	chr16	29272219	29272772	+	554	7	1	3	2	5	0
"RP11-231C14.7"	chr16	29291219	29372110	+	80892	752	399	438	447	456	326
"RP11-231C14.6"	chr16	29312349	29331277	+	18929	97	46	62	55	62	57
"SNX29P2"	chr16	29350745	29370272	+	19528	230	125	132	131	144	90
"RP11-231C14.8"	chr16	29380241	29380345	+	105	1	0	1	0	1	0
"NPIPB11"	chr16	29381353	29404029	-	22677	202	113	116	140	120	67
"SMG1P6"	chr16	29425799	29447026	-	21228	120	60	71	59	64	44
"BOLA2"	chr16	29443055	29454964	-	11910	65	35	32	35	23	17
"RP11-345J4.5"	chr16	29443229	29454651	-	11423	65	35	32	35	21	17
"RP11-345J4.6"	chr16	29449190	29449625	+	436	0	1	1	0	2	1
"SLX1B"	chr16	29454500	29458219	+	3720	10	2	6	8	1	3
"SLX1B-SULT1A4"	chr16	29455104	29464963	+	9860	39	14	28	22	20	10
"SULT1A4"	chr16	29459888	29464976	+	5089	23	7	13	8	8	6
"RP11-345J4.3"	chr16	29464966	29467833	-	2868	7	3	6	2	3	1
"RP11-345J4.4"	chr16	29467160	29467578	+	419	0	0	0	0	1	0
"RP11-345J4.1"	chr16	29475063	29475355	+	293	3	1	1	0	2	1
"RP11-231C14.5"	chr16	29478878	29482591	+	3714	33	10	19	10	16	11
"NPIPB12"	chr16	29483641	29505999	-	22359	185	123	123	117	142	95
"SMG1P2"	chr16	29527567	29594966	-	67400	361	191	227	191	212	122
"RP11-368N21.5"	chr16	29595129	29596137	-	1009	0	0	0	2	0	0
"MIR3680-2"	chr16	29599178	29599265	-	88	0	0	1	0	0	0
"SLC7A5P1"	chr16	29613103	29613640	-	538	0	0	0	0	0	1
"CA5AP1"	chr16	29618784	29636328	-	17545	212	129	164	119	157	101
"RP11-368N21.1"	chr16	29624516	29624825	+	310	6	0	2	2	1	2
"SPN"	chr16	29662978	29670876	+	7899	64	39	51	40	32	29
"AC009133.22"	chr16	29663278	29695144	+	31867	225	111	125	120	116	82
"QPRT"	chr16	29679007	29698699	+	19693	117	57	63	63	64	48
"RN7SKP127"	chr16	29731050	29731404	-	355	6	4	1	3	3	0
"C16orf54"	chr16	29742462	29746006	-	3545	24	12	13	12	13	12
"AC009133.17"	chr16	29745246	29748299	+	3054	30	11	14	17	15	16
"ZG16"	chr16	29778239	29782973	+	4735	76	39	33	49	57	44
"KIF22"	chr16	29790718	29805385	+	14668	61	27	33	39	30	21
"AC009133.21"	chr16	29804429	29804990	-	562	0	0	1	2	0	2
"MAZ"	chr16	29806105	29811164	+	5060	4	5	1	4	3	1
"AC009133.15"	chr16	29806495	29807732	-	1238	0	1	0	0	0	0
"AC009133.12"	chr16	29808635	29821252	-	12618	41	21	19	20	14	13
"AC009133.24"	chr16	29808678	29812227	+	3550	4	3	1	3	5	1
"PRRT2"	chr16	29811381	29815892	+	4512	14	11	8	7	8	6
"AC009133.23"	chr16	29812260	29820092	+	7833	31	17	16	15	9	8
"PAGR1"	chr16	29815951	29820117	+	4167	19	7	8	8	3	2
"CTD-2574D22.6"	chr16	29817238	29830627	+	13390	90	31	44	35	37	23
"MVP"	chr16	29820393	29848039	+	27647	191	72	90	55	87	63
"CDIPT"	chr16	29858356	29863736	-	5381	18	7	9	9	3	5
"CTD-2574D22.7"	chr16	29862759	29863417	+	659	1	0	0	1	0	0
"CDIPT-AS1"	chr16	29863592	29868053	+	4462	44	20	19	22	28	19
"SEZ6L2"	chr16	29871158	29899547	-	28390	237	101	157	93	104	99
"ASPHD1"	chr16	29900374	29919864	+	19491	154	61	72	66	65	45
"KCTD13"	chr16	29905011	29927035	-	22025	166	66	78	63	67	47
"CTD-2574D22.3"	chr16	29913143	29915337	-	2195	19	7	14	6	10	4
"CTD-2574D22.4"	chr16	29919633	29921905	-	2273	13	5	8	3	2	3
"CTD-2574D22.2"	chr16	29926835	29928933	+	2099	18	3	10	6	11	8
"TMEM219"	chr16	29940884	29973052	+	32169	288	187	187	158	180	109
"TAOK2"	chr16	29973640	29992261	+	18622	82	36	34	49	22	27
"HIRIP3"	chr16	29992320	29996436	-	4117	7	6	5	6	1	2
"INO80E"	chr16	29995293	30005793	+	10501	45	17	10	25	11	12
"DOC2A"	chr16	30005508	30023270	-	17763	113	63	72	52	62	43
"C16orf92"	chr16	30023333	30027736	+	4404	41	20	21	22	21	20
"FAM57B"	chr16	30024426	30052978	-	28553	226	119	122	112	125	101
"ALDOA"	chr16	30053089	30070457	+	17369	93	32	37	39	31	20
"CTD-2515O10.5"	chr16	30064305	30064825	-	521	2	1	0	3	0	0
"PPP4C"	chr16	30075977	30085377	+	9401	40	13	20	27	13	13
"TBX6"	chr16	30085792	30091887	-	6096	27	14	13	6	10	6
"YPEL3"	chr16	30092313	30096915	-	4603	25	11	7	7	6	5
"RP11-455F5.3"	chr16	30096429	30104116	+	7688	102	49	56	54	80	48
"GDPD3"	chr16	30104809	30113856	-	9048	42	27	22	21	27	15
"RP11-455F5.4"	chr16	30107674	30110541	+	2868	13	12	11	8	13	7
"RP11-455F5.6"	chr16	30110894	30111955	+	1062	7	1	0	1	2	1
"MAPK3"	chr16	30114104	30123506	-	9403	30	27	22	19	18	15
"CORO1A"	chr16	30182826	30189076	+	6251	20	9	8	4	7	3
"RP11-455F5.5"	chr16	30183504	30184957	-	1454	4	0	3	1	1	1
"BOLA2B"	chr16	30192933	30194306	-	1374	1	3	0	1	0	0
"SLX1A"	chr16	30193886	30197561	+	3676	14	11	4	10	9	5
"SLX1A-SULT1A3"	chr16	30193891	30204310	+	10420	35	22	21	32	34	15
"SULT1A3"	chr16	30199227	30204310	+	5084	18	10	11	16	16	6
"RP11-347C12.3"	chr16	30204315	30209071	-	4757	15	5	9	10	8	11
"RP11-347C12.4"	chr16	30206509	30206927	+	419	1	0	2	0	0	1
"RP11-347C12.9"	chr16	30214408	30214699	+	292	3	2	3	4	1	1
"RP11-347C12.8"	chr16	30218219	30221930	+	3712	31	12	18	13	12	11
"NPIPB13"	chr16	30222936	30254510	-	31575	287	132	185	142	175	100
"SMG1P5"	chr16	30267552	30335374	-	67823	377	197	198	201	220	139
"RP11-347C12.12"	chr16	30336399	30343336	+	6938	78	50	45	38	41	42
"CD2BP2"	chr16	30350765	30355361	-	4597	13	8	9	9	2	3
"RP11-347C12.10"	chr16	30355440	30357104	+	1665	13	2	2	0	3	2
"TBC1D10B"	chr16	30357101	30370264	-	13164	48	30	28	18	28	28
"RP11-347C12.11"	chr16	30359824	30360336	+	513	0	0	0	0	1	1
"MYLPF"	chr16	30370933	30377991	+	7059	71	41	40	28	39	31
"ZNF48"	chr16	30378105	30400108	+	22004	192	96	138	86	118	66
"SEPT1"	chr16	30378132	30395991	-	17860	183	91	127	83	113	65
"RP11-297C4.6"	chr16	30379762	30380110	-	349	10	7	5	3	2	4
"ZNF771"	chr16	30407296	30431108	+	23813	112	55	69	59	57	49
"DCTPP1"	chr16	30423618	30430075	-	6458	32	18	24	10	27	21
"SEPHS2"	chr16	30443630	30446181	-	2552	15	7	7	3	7	1
"ITGAL"	chr16	30472657	30523185	+	50529	557	319	317	297	321	224
"RP11-297C4.2"	chr16	30477179	30489353	-	12175	158	108	97	98	94	82
"RP11-297C4.3"	chr16	30480587	30481346	-	760	7	7	10	9	4	5
"RNU7-61P"	chr16	30483134	30483195	-	62	2	0	1	1	0	1
"RP11-297C4.1"	chr16	30498765	30499554	-	790	6	2	2	1	8	1
"MIR4518"	chr16	30503918	30504001	+	84	3	3	0	3	3	0
"ZNF768"	chr16	30524000	30526821	-	2822	8	1	1	0	7	6
"AC002310.11"	chr16	30525922	30534852	-	8931	42	15	27	19	11	13
"AC002310.14"	chr16	30526917	30528294	+	1378	1	1	2	2	2	0
"ZNF747"	chr16	30530366	30535347	-	4982	25	9	13	8	6	8
"AC002310.13"	chr16	30534226	30558279	-	24054	196	102	105	122	132	94
"AC002310.12"	chr16	30534751	30537144	+	2394	17	6	7	5	8	3
"AC002310.10"	chr16	30537201	30538231	-	1031	8	4	4	5	7	7
"ZNF764"	chr16	30553763	30558498	-	4736	14	10	6	14	13	8
"ZNF688"	chr16	30569345	30572734	-	3390	11	6	3	5	4	5
"AC002310.7"	chr16	30572249	30583860	+	11612	93	28	38	35	46	36
"ZNF785"	chr16	30573739	30585771	-	12033	104	31	40	40	46	42
"RP11-146F11.5"	chr16	30585906	30608593	+	22688	127	86	98	82	95	62
"AC002310.17"	chr16	30587661	30587920	-	260	1	1	4	2	2	0
"ZNF689"	chr16	30602557	30624012	-	21456	182	110	124	92	129	73
"RP11-146F11.4"	chr16	30615255	30615679	-	425	4	2	5	2	2	1
"RP11-146F11.3"	chr16	30624284	30624714	-	431	5	3	2	3	4	4
"RP11-146F11.2"	chr16	30626975	30627178	+	204	1	0	0	0	1	1
"PRR14"	chr16	30650716	30656440	+	5725	21	8	10	10	11	6
"FBRS"	chr16	30658430	30670814	+	12385	46	15	17	12	18	13
"RNU6-416P"	chr16	30675299	30675402	-	104	0	0	2	2	1	1
"RP11-146F11.1"	chr16	30697706	30699058	-	1353	1	2	1	2	1	1
"SRCAP"	chr16	30698208	30741409	+	43202	225	113	125	139	87	68
"RNU6-1043P"	chr16	30701336	30701435	-	100	0	1	0	0	1	0
"RP11-2C24.9"	chr16	30704066	30745169	+	41104	214	102	125	131	96	57
"TMEM265"	chr16	30740380	30744281	+	3902	23	8	11	9	8	4
"RP11-2C24.4"	chr16	30740666	30751381	+	10716	69	21	33	36	26	15
"PHKG2"	chr16	30748269	30761176	+	12908	67	29	36	32	22	19
"CCDC189"	chr16	30757422	30762710	-	5289	16	14	15	10	10	2
"RNF40"	chr16	30761744	30776307	+	14564	38	27	16	23	18	10
"RP11-2C24.3"	chr16	30773531	30776033	-	2503	6	2	1	4	4	3
"ZNF629"	chr16	30778448	30787202	-	8755	34	13	17	19	14	7
"RP11-2C24.5"	chr16	30821067	30822110	-	1044	11	9	4	5	4	3
"RP11-2C24.7"	chr16	30821337	30821884	+	548	4	3	2	2	1	2
"BCL7C"	chr16	30833625	30894960	-	61336	591	321	343	336	331	270
"MIR762HG"	chr16	30875221	30895220	+	20000	89	50	45	43	57	35
"MIR4519"	chr16	30875265	30875323	-	59	0	0	0	0	0	0
"AC106782.20"	chr16	30875765	30895216	-	19452	88	50	45	43	57	35
"MIR762"	chr16	30893902	30893985	+	84	0	0	0	0	0	0
"CTF1"	chr16	30896606	30903560	+	6955	37	16	24	18	22	13
"CTF2P"	chr16	30904347	30910208	-	5862	40	26	26	27	19	12
"FBXL19-AS1"	chr16	30919318	30923269	-	3952	10	13	11	5	3	4
"FBXL19"	chr16	30923054	30948783	+	25730	124	66	47	62	47	48
"AC135048.13"	chr16	30948385	30956511	+	8127	36	14	22	15	11	9
"ORAI3"	chr16	30949065	30956461	+	7397	35	12	22	12	11	9
"RP11-1072A3.4"	chr16	30956871	30957199	-	329	4	1	3	1	1	0
"SETD1A"	chr16	30957293	30984664	+	27372	115	39	55	47	46	35
"RP11-1072A3.3"	chr16	30984629	30988270	-	3642	14	7	9	5	5	7
"HSD3B7"	chr16	30985206	30989152	+	3947	17	13	9	8	5	8
"STX1B"	chr16	30989255	31010661	-	21407	138	48	55	57	53	28
"STX4"	chr16	31032888	31042975	+	10088	54	25	22	26	21	21
"RP11-196G11.2"	chr16	31043149	31049868	+	6720	74	33	53	41	47	29
"RP11-196G11.6"	chr16	31056459	31062803	+	6345	52	19	27	13	26	18
"ZNF668"	chr16	31060842	31074320	-	13479	84	35	52	33	46	27
"AC135050.5"	chr16	31065494	31069246	+	3753	30	12	26	16	12	7
"ZNF646"	chr16	31074421	31084196	+	9776	38	21	13	17	12	9
"PRSS53"	chr16	31083424	31089628	-	6205	10	5	4	7	3	7
"RP11-196G11.1"	chr16	31083438	31094956	-	11519	31	13	14	9	10	12
"VKORC1"	chr16	31090841	31095980	-	5140	26	12	17	4	21	5
"RP11-196G11.3"	chr16	31093726	31095944	+	2219	12	8	10	2	16	2
"BCKDK"	chr16	31106106	31112791	+	6686	22	9	8	6	10	10
"KAT8"	chr16	31115753	31131393	+	15641	66	40	39	24	25	23
"RP11-196G11.4"	chr16	31118077	31118747	+	671	2	0	2	1	0	0
"RP11-196G11.5"	chr16	31122234	31124064	+	1831	9	8	8	7	4	7
"RP11-388M20.2"	chr16	31131432	31131877	+	446	0	0	0	2	0	1
"PRSS8"	chr16	31131432	31135762	-	4331	22	3	7	5	3	5
"PRSS36"	chr16	31138924	31150094	-	11171	67	30	44	31	42	21
"RP11-388M20.7"	chr16	31165647	31165927	+	281	4	2	0	0	3	1
"NDUFA3P6"	chr16	31174572	31174822	+	251	1	1	2	2	0	3
"FUS"	chr16	31180109	31194871	+	14763	30	16	20	17	19	13
"RP11-388M20.6"	chr16	31182510	31183285	-	776	2	0	0	1	1	0
"RP11-388M20.1"	chr16	31196130	31196963	+	834	6	1	1	1	3	3
"PYCARD"	chr16	31201484	31203450	-	1967	7	3	1	2	0	1
"PYCARD-AS1"	chr16	31201884	31203452	+	1569	7	2	1	2	0	1
"TRIM72"	chr16	31214020	31231537	+	17518	174	85	97	86	98	57
"PYDC1"	chr16	31215961	31217359	-	1399	7	0	7	2	4	1
"ITGAM"	chr16	31259989	31332892	+	72904	926	595	658	670	732	497
"ITGAX"	chr16	31355133	31382997	+	27865	250	135	132	105	137	84
"RP11-120K18.3"	chr16	31361277	31361695	-	419	4	1	0	3	2	0
"ITGAD"	chr16	31393311	31426505	+	33195	387	189	273	218	234	145
"RP11-120K18.2"	chr16	31402564	31404699	+	2136	18	8	21	5	12	5
"COX6A2"	chr16	31427730	31428428	-	699	2	0	1	0	0	0
"RP11-452L6.8"	chr16	31428179	31428646	+	468	4	0	1	0	0	0
"ZNF843"	chr16	31432592	31443160	-	10569	50	25	32	23	34	23
"RP11-452L6.1"	chr16	31449534	31453493	-	3960	21	7	11	9	12	5
"RP11-452L6.5"	chr16	31456710	31459736	-	3027	4	3	7	3	4	0
"ARMC5"	chr16	31458079	31467166	+	9088	25	14	13	12	10	2
"RP11-452L6.6"	chr16	31470203	31472108	-	1906	14	5	6	5	11	2
"TGFB1I1"	chr16	31471584	31477960	+	6377	32	19	24	20	25	19
"SLC5A2"	chr16	31483001	31490860	+	7860	67	21	41	39	38	18
"AC026471.6"	chr16	31487369	31488492	-	1124	3	0	1	1	2	0
"C16orf58"	chr16	31489470	31509309	-	19840	101	68	59	55	64	35
"RP11-452L6.7"	chr16	31508470	31509256	+	787	6	1	0	0	2	0
"AHSP"	chr16	31527863	31528803	+	941	21	11	16	7	8	9
"CTD-2014E2.2"	chr16	31546697	31547237	-	541	14	5	6	11	14	5
"VN1R64P"	chr16	31546804	31547737	+	934	24	12	10	22	25	9
"LINC02190"	chr16	31549142	31553567	-	4426	65	39	31	53	47	22
"VN1R65P"	chr16	31554104	31554912	+	809	23	21	12	21	8	9
"FRG2KP"	chr16	31563081	31567716	-	4636	92	48	44	67	57	53
"CTD-2014E2.7"	chr16	31566359	31567000	-	642	6	5	4	7	9	5
"CSDAP1"	chr16	31568385	31569475	-	1091	24	12	21	21	14	15
"ZNF720P1"	chr16	31601592	31603531	-	1940	7	2	3	2	1	4
"VN1R66P"	chr16	31648306	31649222	+	917	20	11	12	17	5	7
"RBM22P12"	chr16	31680846	31682101	+	1256	36	27	20	30	32	21
